File Path,Label,video_id
DeepFakeDetection/20_21__kitchen_still__ZCB5OMEW.mp4,1,20_21__kitchen_still__ZCB5OMEW
DeepFakeDetection/20_21__secret_conversation__ZCB5OMEW.mp4,1,20_21__secret_conversation__ZCB5OMEW
DeepFakeDetection/20_21__walking_down_indoor_hall_disgust__ZCB5OMEW.mp4,1,20_21__walking_down_indoor_hall_disgust__ZCB5OMEW
DeepFakeDetection/20_21__walking_down_street_outside_angry__ZCB5OMEW.mp4,1,20_21__walking_down_street_outside_angry__ZCB5OMEW
DeepFakeDetection/20_25__exit_phone_room__M86GQTHK.mp4,1,20_25__exit_phone_room__M86GQTHK
DeepFakeDetection/20_25__exit_phone_room__MUS0X71T.mp4,1,20_25__exit_phone_room__MUS0X71T
DeepFakeDetection/20_25__outside_talking_pan_laughing__M86GQTHK.mp4,1,20_25__outside_talking_pan_laughing__M86GQTHK
DeepFakeDetection/20_25__outside_talking_still_laughing__DW2L6D2V.mp4,1,20_25__outside_talking_still_laughing__DW2L6D2V
DeepFakeDetection/20_25__outside_talking_still_laughing__M786RTSM.mp4,1,20_25__outside_talking_still_laughing__M786RTSM
DeepFakeDetection/20_25__outside_talking_still_laughing__RSCD7KXO.mp4,1,20_25__outside_talking_still_laughing__RSCD7KXO
DeepFakeDetection/20_25__talking_against_wall__AMY6M1KL.mp4,1,20_25__talking_against_wall__AMY6M1KL
DeepFakeDetection/20_25__walk_down_hall_angry__DW2L6D2V.mp4,1,20_25__walk_down_hall_angry__DW2L6D2V
DeepFakeDetection/20_25__walking_and_outside_surprised__RSCD7KXO.mp4,1,20_25__walking_and_outside_surprised__RSCD7KXO
DeepFakeDetection/20_25__walking_down_street_outside_angry__ZG0SRZOA.mp4,1,20_25__walking_down_street_outside_angry__ZG0SRZOA
DeepFakeDetection/20_26__outside_talking_pan_laughing__2VS0S1P5.mp4,1,20_26__outside_talking_pan_laughing__2VS0S1P5
DeepFakeDetection/20_26__outside_talking_pan_laughing__KGFLR0PH.mp4,1,20_26__outside_talking_pan_laughing__KGFLR0PH
DeepFakeDetection/20_26__talking_angry_couch__01OJA93K.mp4,1,20_26__talking_angry_couch__01OJA93K
DeepFakeDetection/20_26__talking_angry_couch__34DJQS3E.mp4,1,20_26__talking_angry_couch__34DJQS3E
DeepFakeDetection/20_27__kitchen_pan__LM907ECA.mp4,1,20_27__kitchen_pan__LM907ECA
DeepFakeDetection/21_01__kitchen_pan__03X7CELV.mp4,1,21_01__kitchen_pan__03X7CELV
DeepFakeDetection/21_01__walk_down_hall_angry__03X7CELV.mp4,1,21_01__walk_down_hall_angry__03X7CELV
DeepFakeDetection/21_02__kitchen_pan__Z0XHPQAR.mp4,1,21_02__kitchen_pan__Z0XHPQAR
DeepFakeDetection/21_02__talking_angry_couch__Z0XHPQAR.mp4,1,21_02__talking_angry_couch__Z0XHPQAR
DeepFakeDetection/21_03__hugging_happy__TEV3HIHZ.mp4,1,21_03__hugging_happy__TEV3HIHZ
DeepFakeDetection/21_03__kitchen_still__V53E3RVB.mp4,1,21_03__kitchen_still__V53E3RVB
DeepFakeDetection/21_03__outside_talking_still_laughing__V53E3RVB.mp4,1,21_03__outside_talking_still_laughing__V53E3RVB
DeepFakeDetection/21_03__walk_down_hall_angry__TEV3HIHZ.mp4,1,21_03__walk_down_hall_angry__TEV3HIHZ
DeepFakeDetection/21_03__walking_down_street_outside_angry__YCSEBZO4.mp4,1,21_03__walking_down_street_outside_angry__YCSEBZO4
DeepFakeDetection/21_04__talking_angry_couch__HY1VWEJK.mp4,1,21_04__talking_angry_couch__HY1VWEJK
DeepFakeDetection/21_06__walking_down_indoor_hall_disgust__058I9NIZ.mp4,1,21_06__walking_down_indoor_hall_disgust__058I9NIZ
DeepFakeDetection/21_06__walking_outside_cafe_disgusted__058I9NIZ.mp4,1,21_06__walking_outside_cafe_disgusted__058I9NIZ
DeepFakeDetection/21_07__exit_phone_room__K7KXUHMU.mp4,1,21_07__exit_phone_room__K7KXUHMU
DeepFakeDetection/21_07__exit_phone_room__MKU99DVX.mp4,1,21_07__exit_phone_room__MKU99DVX
DeepFakeDetection/21_07__kitchen_pan__K7KXUHMU.mp4,1,21_07__kitchen_pan__K7KXUHMU
DeepFakeDetection/21_07__kitchen_still__K7KXUHMU.mp4,1,21_07__kitchen_still__K7KXUHMU
DeepFakeDetection/21_07__talking_against_wall__CRGVSDBI.mp4,1,21_07__talking_against_wall__CRGVSDBI
DeepFakeDetection/21_07__talking_angry_couch__MKU99DVX.mp4,1,21_07__talking_angry_couch__MKU99DVX
DeepFakeDetection/21_07__walking_down_street_outside_angry__MKU99DVX.mp4,1,21_07__walking_down_street_outside_angry__MKU99DVX
DeepFakeDetection/21_09__hugging_happy__O9ER29Z6.mp4,1,21_09__hugging_happy__O9ER29Z6
DeepFakeDetection/21_09__kitchen_pan__Z8H2TRCI.mp4,1,21_09__kitchen_pan__Z8H2TRCI
DeepFakeDetection/21_09__kitchen_still__LBQF8ZN1.mp4,1,21_09__kitchen_still__LBQF8ZN1
DeepFakeDetection/21_09__outside_talking_still_laughing__O9ER29Z6.mp4,1,21_09__outside_talking_still_laughing__O9ER29Z6
DeepFakeDetection/21_09__talking_against_wall__JEELOMN2.mp4,1,21_09__talking_against_wall__JEELOMN2
DeepFakeDetection/21_09__talking_against_wall__LBQF8ZN1.mp4,1,21_09__talking_against_wall__LBQF8ZN1
DeepFakeDetection/21_09__walking_down_street_outside_angry__JEELOMN2.mp4,1,21_09__walking_down_street_outside_angry__JEELOMN2
DeepFakeDetection/21_09__walking_outside_cafe_disgusted__J7SQKGUR.mp4,1,21_09__walking_outside_cafe_disgusted__J7SQKGUR
DeepFakeDetection/21_09__walking_outside_cafe_disgusted__JEELOMN2.mp4,1,21_09__walking_outside_cafe_disgusted__JEELOMN2
DeepFakeDetection/21_09__walking_outside_cafe_disgusted__Z8H2TRCI.mp4,1,21_09__walking_outside_cafe_disgusted__Z8H2TRCI
DeepFakeDetection/21_11__podium_speech_happy__T7DK03O1.mp4,1,21_11__podium_speech_happy__T7DK03O1
DeepFakeDetection/21_11__walking_down_indoor_hall_disgust__T7DK03O1.mp4,1,21_11__walking_down_indoor_hall_disgust__T7DK03O1
DeepFakeDetection/21_11__walking_down_street_outside_angry__USLHUQDI.mp4,1,21_11__walking_down_street_outside_angry__USLHUQDI
DeepFakeDetection/21_11__walking_outside_cafe_disgusted__T7DK03O1.mp4,1,21_11__walking_outside_cafe_disgusted__T7DK03O1
DeepFakeDetection/21_14__exit_phone_room__IRKML4J0.mp4,1,21_14__exit_phone_room__IRKML4J0
DeepFakeDetection/21_14__hugging_happy__N0WM4GSV.mp4,1,21_14__hugging_happy__N0WM4GSV
DeepFakeDetection/21_14__kitchen_still__IRKML4J0.mp4,1,21_14__kitchen_still__IRKML4J0
DeepFakeDetection/21_14__podium_speech_happy__N0WM4GSV.mp4,1,21_14__podium_speech_happy__N0WM4GSV
DeepFakeDetection/21_15__kitchen_pan__87WSBJP3.mp4,1,21_15__kitchen_pan__87WSBJP3
DeepFakeDetection/21_15__outside_talking_pan_laughing__87WSBJP3.mp4,1,21_15__outside_talking_pan_laughing__87WSBJP3
DeepFakeDetection/21_15__walking_down_indoor_hall_disgust__87WSBJP3.mp4,1,21_15__walking_down_indoor_hall_disgust__87WSBJP3
DeepFakeDetection/21_15__walking_outside_cafe_disgusted__87WSBJP3.mp4,1,21_15__walking_outside_cafe_disgusted__87WSBJP3
DeepFakeDetection/21_18__walking_down_indoor_hall_disgust__PQFTWVRQ.mp4,1,21_18__walking_down_indoor_hall_disgust__PQFTWVRQ
DeepFakeDetection/21_25__walk_down_hall_angry__NFBISHIN.mp4,1,21_25__walk_down_hall_angry__NFBISHIN
DeepFakeDetection/21_25__walking_down_street_outside_angry__NFBISHIN.mp4,1,21_25__walking_down_street_outside_angry__NFBISHIN
DeepFakeDetection/22_10__exit_phone_room__8YQ2EUQP.mp4,1,22_10__exit_phone_room__8YQ2EUQP
DeepFakeDetection/22_10__outside_talking_pan_laughing__8YQ2EUQP.mp4,1,22_10__outside_talking_pan_laughing__8YQ2EUQP
DeepFakeDetection/22_10__walk_down_hall_angry__FY7YI0AJ.mp4,1,22_10__walk_down_hall_angry__FY7YI0AJ
DeepFakeDetection/22_10__walking_and_outside_surprised__C1U7OY5M.mp4,1,22_10__walking_and_outside_surprised__C1U7OY5M
DeepFakeDetection/22_19__walk_down_hall_angry__VK6BF5NV.mp4,1,22_19__walk_down_hall_angry__VK6BF5NV
DeepFakeDetection/22_23__exit_phone_room__X2ZN5Q31.mp4,1,22_23__exit_phone_room__X2ZN5Q31
DeepFakeDetection/22_23__kitchen_pan__TU7RHG0S.mp4,1,22_23__kitchen_pan__TU7RHG0S
DeepFakeDetection/22_23__outside_talking_pan_laughing__J671JKCH.mp4,1,22_23__outside_talking_pan_laughing__J671JKCH
DeepFakeDetection/22_23__outside_talking_pan_laughing__TU7RHG0S.mp4,1,22_23__outside_talking_pan_laughing__TU7RHG0S
DeepFakeDetection/22_23__outside_talking_still_laughing__10R2HRAU.mp4,1,22_23__outside_talking_still_laughing__10R2HRAU
DeepFakeDetection/22_23__outside_talking_still_laughing__W9MT3Q5K.mp4,1,22_23__outside_talking_still_laughing__W9MT3Q5K
DeepFakeDetection/22_23__walking_and_outside_surprised__NUTQ0HJ5.mp4,1,22_23__walking_and_outside_surprised__NUTQ0HJ5
DeepFakeDetection/22_24__kitchen_pan__XL557XC6.mp4,1,22_24__kitchen_pan__XL557XC6
DeepFakeDetection/22_24__outside_talking_still_laughing__XL557XC6.mp4,1,22_24__outside_talking_still_laughing__XL557XC6
DeepFakeDetection/22_24__walking_and_outside_surprised__7E3GY85F.mp4,1,22_24__walking_and_outside_surprised__7E3GY85F
DeepFakeDetection/22_24__walking_and_outside_surprised__XL557XC6.mp4,1,22_24__walking_and_outside_surprised__XL557XC6
DeepFakeDetection/22_24__walking_down_street_outside_angry__7E3GY85F.mp4,1,22_24__walking_down_street_outside_angry__7E3GY85F
DeepFakeDetection/22_24__walking_down_street_outside_angry__XL557XC6.mp4,1,22_24__walking_down_street_outside_angry__XL557XC6
DeepFakeDetection/23_10__outside_talking_pan_laughing__ZHJO34DY.mp4,1,23_10__outside_talking_pan_laughing__ZHJO34DY
DeepFakeDetection/23_19__hugging_happy__H4SUVFTL.mp4,1,23_19__hugging_happy__H4SUVFTL
DeepFakeDetection/23_19__secret_conversation__H4SUVFTL.mp4,1,23_19__secret_conversation__H4SUVFTL
DeepFakeDetection/23_19__talking_angry_couch__WHQ1229T.mp4,1,23_19__talking_angry_couch__WHQ1229T
DeepFakeDetection/23_19__walk_down_hall_angry__H4SUVFTL.mp4,1,23_19__walk_down_hall_angry__H4SUVFTL
DeepFakeDetection/23_19__walking_and_outside_surprised__F7U8UY7V.mp4,1,23_19__walking_and_outside_surprised__F7U8UY7V
DeepFakeDetection/23_19__walking_and_outside_surprised__H4SUVFTL.mp4,1,23_19__walking_and_outside_surprised__H4SUVFTL
DeepFakeDetection/23_19__walking_down_indoor_hall_disgust__H4SUVFTL.mp4,1,23_19__walking_down_indoor_hall_disgust__H4SUVFTL
DeepFakeDetection/23_19__walking_outside_cafe_disgusted__WHQ1229T.mp4,1,23_19__walking_outside_cafe_disgusted__WHQ1229T
DeepFakeDetection/23_22__kitchen_still__X2ZN5Q31.mp4,1,23_22__kitchen_still__X2ZN5Q31
DeepFakeDetection/23_22__talking_against_wall__AKZRL2QD.mp4,1,23_22__talking_against_wall__AKZRL2QD
DeepFakeDetection/23_22__walking_and_outside_surprised__J671JKCH.mp4,1,23_22__walking_and_outside_surprised__J671JKCH
DeepFakeDetection/23_24__kitchen_pan__YR5OVD4S.mp4,1,23_24__kitchen_pan__YR5OVD4S
DeepFakeDetection/23_24__kitchen_still__YR5OVD4S.mp4,1,23_24__kitchen_still__YR5OVD4S
DeepFakeDetection/23_24__talking_angry_couch__MDSDXSNU.mp4,1,23_24__talking_angry_couch__MDSDXSNU
DeepFakeDetection/23_24__talking_angry_couch__YR5OVD4S.mp4,1,23_24__talking_angry_couch__YR5OVD4S
DeepFakeDetection/24_10__walking_down_street_outside_angry__356HPS7R.mp4,1,24_10__walking_down_street_outside_angry__356HPS7R
DeepFakeDetection/24_19__exit_phone_room__0ZFOV5ZE.mp4,1,24_19__exit_phone_room__0ZFOV5ZE
DeepFakeDetection/24_19__exit_phone_room__QD5K7BP2.mp4,1,24_19__exit_phone_room__QD5K7BP2
DeepFakeDetection/24_19__kitchen_pan__QD5K7BP2.mp4,1,24_19__kitchen_pan__QD5K7BP2
DeepFakeDetection/24_19__outside_talking_pan_laughing__LVZNRK9S.mp4,1,24_19__outside_talking_pan_laughing__LVZNRK9S
DeepFakeDetection/24_19__outside_talking_still_laughing__NPZW2Z9L.mp4,1,24_19__outside_talking_still_laughing__NPZW2Z9L
DeepFakeDetection/24_19__outside_talking_still_laughing__RKQTC50P.mp4,1,24_19__outside_talking_still_laughing__RKQTC50P
DeepFakeDetection/24_19__secret_conversation__LVZNRK9S.mp4,1,24_19__secret_conversation__LVZNRK9S
DeepFakeDetection/24_19__secret_conversation__NPZW2Z9L.mp4,1,24_19__secret_conversation__NPZW2Z9L
DeepFakeDetection/24_19__secret_conversation__QD5K7BP2.mp4,1,24_19__secret_conversation__QD5K7BP2
DeepFakeDetection/24_19__talking_against_wall__QD5K7BP2.mp4,1,24_19__talking_against_wall__QD5K7BP2
DeepFakeDetection/24_19__walk_down_hall_angry__OF8LF68K.mp4,1,24_19__walk_down_hall_angry__OF8LF68K
DeepFakeDetection/24_19__walk_down_hall_angry__QD5K7BP2.mp4,1,24_19__walk_down_hall_angry__QD5K7BP2
DeepFakeDetection/24_19__walking_down_street_outside_angry__GNHYZ84G.mp4,1,24_19__walking_down_street_outside_angry__GNHYZ84G
DeepFakeDetection/24_19__walking_down_street_outside_angry__QD5K7BP2.mp4,1,24_19__walking_down_street_outside_angry__QD5K7BP2
DeepFakeDetection/24_19__walking_outside_cafe_disgusted__GNHYZ84G.mp4,1,24_19__walking_outside_cafe_disgusted__GNHYZ84G
DeepFakeDetection/24_19__walking_outside_cafe_disgusted__NPZW2Z9L.mp4,1,24_19__walking_outside_cafe_disgusted__NPZW2Z9L
DeepFakeDetection/24_22__kitchen_pan__XL557XC6.mp4,1,24_22__kitchen_pan__XL557XC6
DeepFakeDetection/24_22__walk_down_hall_angry__7E3GY85F.mp4,1,24_22__walk_down_hall_angry__7E3GY85F
DeepFakeDetection/24_22__walking_outside_cafe_disgusted__XL557XC6.mp4,1,24_22__walking_outside_cafe_disgusted__XL557XC6
DeepFakeDetection/24_23__kitchen_still__YR5OVD4S.mp4,1,24_23__kitchen_still__YR5OVD4S
DeepFakeDetection/24_23__outside_talking_still_laughing__YR5OVD4S.mp4,1,24_23__outside_talking_still_laughing__YR5OVD4S
DeepFakeDetection/24_23__podium_speech_happy__YR5OVD4S.mp4,1,24_23__podium_speech_happy__YR5OVD4S
DeepFakeDetection/24_23__walking_down_street_outside_angry__YR5OVD4S.mp4,1,24_23__walking_down_street_outside_angry__YR5OVD4S
DeepFakeDetection/25_02__talking_against_wall__Z7FQ69VP.mp4,1,25_02__talking_against_wall__Z7FQ69VP
DeepFakeDetection/25_02__walking_outside_cafe_disgusted__Z7FQ69VP.mp4,1,25_02__walking_outside_cafe_disgusted__Z7FQ69VP
DeepFakeDetection/25_06__outside_talking_pan_laughing__MI9BDQ7M.mp4,1,25_06__outside_talking_pan_laughing__MI9BDQ7M
DeepFakeDetection/25_06__outside_talking_still_laughing__MI9BDQ7M.mp4,1,25_06__outside_talking_still_laughing__MI9BDQ7M
DeepFakeDetection/25_09__outside_talking_still_laughing__ODAQ7BZL.mp4,1,25_09__outside_talking_still_laughing__ODAQ7BZL
DeepFakeDetection/25_09__secret_conversation__ODAQ7BZL.mp4,1,25_09__secret_conversation__ODAQ7BZL
DeepFakeDetection/25_09__talking_against_wall__ODAQ7BZL.mp4,1,25_09__talking_against_wall__ODAQ7BZL
DeepFakeDetection/25_12__secret_conversation__0SA36BZ5.mp4,1,25_12__secret_conversation__0SA36BZ5
DeepFakeDetection/25_12__secret_conversation__MA71PDNV.mp4,1,25_12__secret_conversation__MA71PDNV
DeepFakeDetection/25_12__walking_down_street_outside_angry__MA71PDNV.mp4,1,25_12__walking_down_street_outside_angry__MA71PDNV
DeepFakeDetection/25_15__walk_down_hall_angry__BXVA6VQB.mp4,1,25_15__walk_down_hall_angry__BXVA6VQB
DeepFakeDetection/25_15__walking_down_street_outside_angry__FF95NMIQ.mp4,1,25_15__walking_down_street_outside_angry__FF95NMIQ
DeepFakeDetection/25_18__outside_talking_pan_laughing__SEGFKFJG.mp4,1,25_18__outside_talking_pan_laughing__SEGFKFJG
DeepFakeDetection/25_18__talking_against_wall__SEGFKFJG.mp4,1,25_18__talking_against_wall__SEGFKFJG
DeepFakeDetection/25_18__walk_down_hall_angry__AUC0HY5T.mp4,1,25_18__walk_down_hall_angry__AUC0HY5T
DeepFakeDetection/25_20__outside_talking_still_laughing__NPM0ENKD.mp4,1,25_20__outside_talking_still_laughing__NPM0ENKD
DeepFakeDetection/25_20__talking_against_wall__CYKLS79C.mp4,1,25_20__talking_against_wall__CYKLS79C
DeepFakeDetection/25_20__talking_against_wall__MUS0X71T.mp4,1,25_20__talking_against_wall__MUS0X71T
DeepFakeDetection/25_20__talking_against_wall__ZG0SRZOA.mp4,1,25_20__talking_against_wall__ZG0SRZOA
DeepFakeDetection/25_20__walking_outside_cafe_disgusted__AMY6M1KL.mp4,1,25_20__walking_outside_cafe_disgusted__AMY6M1KL
DeepFakeDetection/25_20__walking_outside_cafe_disgusted__RSCD7KXO.mp4,1,25_20__walking_outside_cafe_disgusted__RSCD7KXO
DeepFakeDetection/25_21__outside_talking_pan_laughing__2R46UX3R.mp4,1,25_21__outside_talking_pan_laughing__2R46UX3R
DeepFakeDetection/25_21__talking_against_wall__NFBISHIN.mp4,1,25_21__talking_against_wall__NFBISHIN
DeepFakeDetection/25_21__walking_outside_cafe_disgusted__2R46UX3R.mp4,1,25_21__walking_outside_cafe_disgusted__2R46UX3R
DeepFakeDetection/25_26__exit_phone_room__7ZRKCFMS.mp4,1,25_26__exit_phone_room__7ZRKCFMS
DeepFakeDetection/25_26__outside_talking_still_laughing__0UFFR3U1.mp4,1,25_26__outside_talking_still_laughing__0UFFR3U1
DeepFakeDetection/25_26__podium_speech_happy__PQ41U3IJ.mp4,1,25_26__podium_speech_happy__PQ41U3IJ
DeepFakeDetection/25_26__walking_outside_cafe_disgusted__7ZRKCFMS.mp4,1,25_26__walking_outside_cafe_disgusted__7ZRKCFMS
DeepFakeDetection/25_27__outside_talking_pan_laughing__1KU29EUL.mp4,1,25_27__outside_talking_pan_laughing__1KU29EUL
DeepFakeDetection/25_27__outside_talking_pan_laughing__GNIMW95Z.mp4,1,25_27__outside_talking_pan_laughing__GNIMW95Z
DeepFakeDetection/25_27__talking_against_wall__ZTV6TUQ9.mp4,1,25_27__talking_against_wall__ZTV6TUQ9
DeepFakeDetection/25_27__walk_down_hall_angry__1KU29EUL.mp4,1,25_27__walk_down_hall_angry__1KU29EUL
DeepFakeDetection/26_01__secret_conversation__BTVMWLG6.mp4,1,26_01__secret_conversation__BTVMWLG6
DeepFakeDetection/26_03__kitchen_pan__WBSXBL82.mp4,1,26_03__kitchen_pan__WBSXBL82
DeepFakeDetection/26_03__talking_angry_couch__WBSXBL82.mp4,1,26_03__talking_angry_couch__WBSXBL82
DeepFakeDetection/26_03__walk_down_hall_angry__WBSXBL82.mp4,1,26_03__walk_down_hall_angry__WBSXBL82
DeepFakeDetection/26_04__kitchen_still__WX836VLY.mp4,1,26_04__kitchen_still__WX836VLY
DeepFakeDetection/26_04__outside_talking_still_laughing__WX836VLY.mp4,1,26_04__outside_talking_still_laughing__WX836VLY
DeepFakeDetection/26_04__talking_against_wall__WX836VLY.mp4,1,26_04__talking_against_wall__WX836VLY
DeepFakeDetection/26_04__walking_down_street_outside_angry__WX836VLY.mp4,1,26_04__walking_down_street_outside_angry__WX836VLY
DeepFakeDetection/26_04__walking_outside_cafe_disgusted__MS2MLJP1.mp4,1,26_04__walking_outside_cafe_disgusted__MS2MLJP1
DeepFakeDetection/26_06__kitchen_still__L5BVR5L9.mp4,1,26_06__kitchen_still__L5BVR5L9
DeepFakeDetection/26_06__podium_speech_happy__L5BVR5L9.mp4,1,26_06__podium_speech_happy__L5BVR5L9
DeepFakeDetection/26_06__walk_down_hall_angry__L5BVR5L9.mp4,1,26_06__walk_down_hall_angry__L5BVR5L9
DeepFakeDetection/26_07__kitchen_pan__FGNGC2GT.mp4,1,26_07__kitchen_pan__FGNGC2GT
DeepFakeDetection/26_09__talking_against_wall__C3K20JOL.mp4,1,26_09__talking_against_wall__C3K20JOL
DeepFakeDetection/26_09__walk_down_hall_angry__XXGYLT82.mp4,1,26_09__walk_down_hall_angry__XXGYLT82
DeepFakeDetection/26_11__outside_talking_pan_laughing__ALJ0OHNM.mp4,1,26_11__outside_talking_pan_laughing__ALJ0OHNM
DeepFakeDetection/26_12__exit_phone_room__HEKDCIHW.mp4,1,26_12__exit_phone_room__HEKDCIHW
DeepFakeDetection/26_12__outside_talking_still_laughing__FWFQ5YB8.mp4,1,26_12__outside_talking_still_laughing__FWFQ5YB8
DeepFakeDetection/26_12__podium_speech_happy__BFBNM8FR.mp4,1,26_12__podium_speech_happy__BFBNM8FR
DeepFakeDetection/26_12__walking_down_street_outside_angry__OVOQACG8.mp4,1,26_12__walking_down_street_outside_angry__OVOQACG8
DeepFakeDetection/26_13__outside_talking_pan_laughing__WK3NZ3UV.mp4,1,26_13__outside_talking_pan_laughing__WK3NZ3UV
DeepFakeDetection/26_13__podium_speech_happy__U5ELHUN5.mp4,1,26_13__podium_speech_happy__U5ELHUN5
DeepFakeDetection/26_13__secret_conversation__XRS5W2NC.mp4,1,26_13__secret_conversation__XRS5W2NC
DeepFakeDetection/26_14__kitchen_pan__SU8SAHTT.mp4,1,26_14__kitchen_pan__SU8SAHTT
DeepFakeDetection/26_15__walk_down_hall_angry__JHMUZFIJ.mp4,1,26_15__walk_down_hall_angry__JHMUZFIJ
DeepFakeDetection/26_18__kitchen_pan__C9VUQS9O.mp4,1,26_18__kitchen_pan__C9VUQS9O
DeepFakeDetection/26_18__outside_talking_still_laughing__AI94QW74.mp4,1,26_18__outside_talking_still_laughing__AI94QW74
DeepFakeDetection/26_18__walk_down_hall_angry__UMEX6HWU.mp4,1,26_18__walk_down_hall_angry__UMEX6HWU
DeepFakeDetection/26_20__kitchen_pan__C8GN41DU.mp4,1,26_20__kitchen_pan__C8GN41DU
DeepFakeDetection/26_20__outside_talking_pan_laughing__01OJA93K.mp4,1,26_20__outside_talking_pan_laughing__01OJA93K
DeepFakeDetection/26_20__secret_conversation__34DJQS3E.mp4,1,26_20__secret_conversation__34DJQS3E
DeepFakeDetection/26_20__talking_angry_couch__2VS0S1P5.mp4,1,26_20__talking_angry_couch__2VS0S1P5
DeepFakeDetection/26_20__talking_angry_couch__34DJQS3E.mp4,1,26_20__talking_angry_couch__34DJQS3E
DeepFakeDetection/26_20__walk_down_hall_angry__XWMKFMF6.mp4,1,26_20__walk_down_hall_angry__XWMKFMF6
DeepFakeDetection/26_25__exit_phone_room__7ZRKCFMS.mp4,1,26_25__exit_phone_room__7ZRKCFMS
DeepFakeDetection/26_25__outside_talking_pan_laughing__157Z8P8P.mp4,1,26_25__outside_talking_pan_laughing__157Z8P8P
DeepFakeDetection/26_25__outside_talking_pan_laughing__GJT740J9.mp4,1,26_25__outside_talking_pan_laughing__GJT740J9
DeepFakeDetection/26_25__outside_talking_still_laughing__7ZRKCFMS.mp4,1,26_25__outside_talking_still_laughing__7ZRKCFMS
DeepFakeDetection/26_25__secret_conversation__0UFFR3U1.mp4,1,26_25__secret_conversation__0UFFR3U1
DeepFakeDetection/26_25__talking_against_wall__PQ41U3IJ.mp4,1,26_25__talking_against_wall__PQ41U3IJ
DeepFakeDetection/26_25__walk_down_hall_angry__XKQAYTLI.mp4,1,26_25__walk_down_hall_angry__XKQAYTLI
DeepFakeDetection/26_25__walking_down_street_outside_angry__PQ41U3IJ.mp4,1,26_25__walking_down_street_outside_angry__PQ41U3IJ
DeepFakeDetection/26_25__walking_outside_cafe_disgusted__0UFFR3U1.mp4,1,26_25__walking_outside_cafe_disgusted__0UFFR3U1
DeepFakeDetection/26_27__outside_talking_still_laughing__IE9N0ZI9.mp4,1,26_27__outside_talking_still_laughing__IE9N0ZI9
DeepFakeDetection/26_27__talking_against_wall__IE9N0ZI9.mp4,1,26_27__talking_against_wall__IE9N0ZI9
DeepFakeDetection/26_27__talking_angry_couch__IE9N0ZI9.mp4,1,26_27__talking_angry_couch__IE9N0ZI9
DeepFakeDetection/27_01__hugging_happy__ZYCZ30C0.mp4,1,27_01__hugging_happy__ZYCZ30C0
DeepFakeDetection/27_01__meeting_serious__ZYCZ30C0.mp4,1,27_01__meeting_serious__ZYCZ30C0
DeepFakeDetection/27_01__talking_against_wall__ZYCZ30C0.mp4,1,27_01__talking_against_wall__ZYCZ30C0
DeepFakeDetection/27_01__walking_and_outside_surprised__S2YCUY48.mp4,1,27_01__walking_and_outside_surprised__S2YCUY48
DeepFakeDetection/27_01__walking_outside_cafe_disgusted__S2YCUY48.mp4,1,27_01__walking_outside_cafe_disgusted__S2YCUY48
DeepFakeDetection/27_01__walking_outside_cafe_disgusted__ZYCZ30C0.mp4,1,27_01__walking_outside_cafe_disgusted__ZYCZ30C0
DeepFakeDetection/27_02__kitchen_pan__3L1MLH3D.mp4,1,27_02__kitchen_pan__3L1MLH3D
DeepFakeDetection/27_02__podium_speech_happy__XFSH3BW7.mp4,1,27_02__podium_speech_happy__XFSH3BW7
DeepFakeDetection/27_02__talking_angry_couch__FV8M8O2C.mp4,1,27_02__talking_angry_couch__FV8M8O2C
DeepFakeDetection/27_02__walk_down_hall_angry__FV8M8O2C.mp4,1,27_02__walk_down_hall_angry__FV8M8O2C
DeepFakeDetection/27_02__walking_down_street_outside_angry__78M8S6M6.mp4,1,27_02__walking_down_street_outside_angry__78M8S6M6
DeepFakeDetection/27_03__podium_speech_happy__72BPN7A1.mp4,1,27_03__podium_speech_happy__72BPN7A1
DeepFakeDetection/27_03__walking_and_outside_surprised__KWGI1LSZ.mp4,1,27_03__walking_and_outside_surprised__KWGI1LSZ
DeepFakeDetection/27_13__kitchen_still__A1OSUJE9.mp4,1,27_13__kitchen_still__A1OSUJE9
DeepFakeDetection/27_13__outside_talking_pan_laughing__A1OSUJE9.mp4,1,27_13__outside_talking_pan_laughing__A1OSUJE9
DeepFakeDetection/27_14__kitchen_pan__0KSONKQ2.mp4,1,27_14__kitchen_pan__0KSONKQ2
DeepFakeDetection/27_18__kitchen_pan__BSOLX3SI.mp4,1,27_18__kitchen_pan__BSOLX3SI
DeepFakeDetection/27_18__kitchen_still__NYHE8D0J.mp4,1,27_18__kitchen_still__NYHE8D0J
DeepFakeDetection/27_18__outside_talking_pan_laughing__NYHE8D0J.mp4,1,27_18__outside_talking_pan_laughing__NYHE8D0J
DeepFakeDetection/27_18__talking_against_wall__3GLHD5MH.mp4,1,27_18__talking_against_wall__3GLHD5MH
DeepFakeDetection/27_25__exit_phone_room__1KU29EUL.mp4,1,27_25__exit_phone_room__1KU29EUL
DeepFakeDetection/27_25__meeting_serious__GNIMW95Z.mp4,1,27_25__meeting_serious__GNIMW95Z
DeepFakeDetection/27_25__outside_talking_pan_laughing__1KU29EUL.mp4,1,27_25__outside_talking_pan_laughing__1KU29EUL
DeepFakeDetection/27_25__walk_down_hall_angry__1KU29EUL.mp4,1,27_25__walk_down_hall_angry__1KU29EUL
